ideaID,content,cond,creativity,earlyLate,theme,inspID,novelty,timeStamp,authorID,value
5n6HyA3M239bgG3Kh,sit in the corner and wait to see if she/he will come talk to you as you sit there trying to remember the name,Treatment,11.25,Late,"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",e2uJXxTNwfJ6t2E9k,4.5,344.018,A1Y44BP9291GQP,2.5
SyYGxQ6wL8kwrivff,my sister sarah i remember her name because of  Sarah's eye african song,Treatment,15,Late,"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",e2uJXxTNwfJ6t2E9k,3,370.879,A1Y44BP9291GQP,5
8cyFL3r56eK4RwJqY,did i meet you at school?,Treatment,12,Late,"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",e2uJXxTNwfJ6t2E9k,2,448.112,A23V8NHNBQNSOZ,6
wmRRx8djebhKQCRL7,did i meet you at work?,Treatment,10.5,Late,"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",e2uJXxTNwfJ6t2E9k,3.5,342.761,A27LGC4MU1R7PQ,3
kinNd3H475C748YPx,remind them of when we met,Treatment,13,Early,"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",e2uJXxTNwfJ6t2E9k,2,301.841,A34K11GBKWDGK0,6.5
9dzuStjWokBF9wFfr,talk to them a bit and see if the name come to me,Treatment,26,Late,"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",e2uJXxTNwfJ6t2E9k,4,328.449,A34K11GBKWDGK0,6.5
ppnsxZ2i6NetASz2R,ask them to put their contact info in my phone/tablet,Treatment,19.25,Late,"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",e2uJXxTNwfJ6t2E9k,3.5,596.042,A3HNEYFOIJWPH1,5.5
C9RrDMDHwKDGxw7oa,ask somebody else ,Treatment,9,Late,"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",e2uJXxTNwfJ6t2E9k,6,375.481,A3MTAJHYHCIJK4,1.5
xygk2gpX2Y2xDpuvY,introduce myself and they will introduce themselves,Treatment,17.5,Late,"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",e2uJXxTNwfJ6t2E9k,3.5,430.066,A3MTAJHYHCIJK4,5
RAiZTDibwML5aEoqM,remind them of a situation ,Treatment,8,Early,"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",e2uJXxTNwfJ6t2E9k,2,27.683,A3R55HO5EARZVW,4
oqCRmqv6ncr7znkaX,remember when we ate out,Treatment,13,Early,"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",e2uJXxTNwfJ6t2E9k,2,229.977,A3VP9WXGRZWLRB,6.5
MrDnCsi682GMpsdK8,maybe ask them to remind you about their nickname,Treatment,11,Early,"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",e2uJXxTNwfJ6t2E9k,5.5,244.948,A3VP9WXGRZWLRB,2
vYrpLvS5G9pqtibnW,ask a mutual friend,Treatment,19.5,Early,"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",e2uJXxTNwfJ6t2E9k,6.5,269.032,A3VP9WXGRZWLRB,3
D8hKRp2NF9bmmiv2X,text someone you both know and stall until they text back with the name,Treatment,10,Early,"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",e2uJXxTNwfJ6t2E9k,5,290.695,A3VP9WXGRZWLRB,2
mJ2vbhsNxuczzFKr8,ask them if their parents ever thought of giving them a different name,Treatment,15,Late,"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",e2uJXxTNwfJ6t2E9k,3,336.471,A3VP9WXGRZWLRB,5
PJc3GKzJCMGS29x7c,ask them what their name means,Treatment,15.75,Early,"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",e2uJXxTNwfJ6t2E9k,4.5,271.343,A6JKKANO7F4KD,3.5
6bBoe8TuPmhBkdcoN,ask them if there are any other popular nicknames for their name that they don't use,Treatment,10.5,Late,Can you convince someone else to help you?,EExSgdZbMs7jRJBuM,1.5,506.298,A2E2IQ99W6B7AV,7
K6vXf6eDscZnp5Kr2,"say you never liked your own name, and ask them if they like theirs",Treatment,9,Early,Can you convince someone else to help you?,EExSgdZbMs7jRJBuM,1.5,163.753,A2ZV96GRXVSXK4,6
XRWgLSji58bTpStSL,ask them if there's a book or movie character with their name,Treatment,12,Late,Can you convince someone else to help you?,EExSgdZbMs7jRJBuM,6,408.087,A3O60DDW7E1DEZ,2
gdSpdjCrSCDfPCwAc,introduce someone else to them and then act distracted so they finish the introductions themselves,Treatment,12,Late,Can you convince someone else to help you?,EExSgdZbMs7jRJBuM,2,508.472,A3VJY2IKOZ17GJ,6
5cfn9fbTqNMrWwgYZ,talk about their children which may remind you what their name is,Treatment,6.5,Early,Can you convince someone else to help you?,EExSgdZbMs7jRJBuM,1,175.104,AGFQASQMLDPAH,6.5
WnR8w9GxuroAvEi6s,talk to them until you find out name,Treatment,12,Late,Can you convince someone else to help you?,EExSgdZbMs7jRJBuM,2,412.995,APZEIAO75NCHM,6
uBWvbKwC5Yv9R7Q4m,ask if they remember how we met,Treatment,6,Early,Can you convince someone else to help you?,EExSgdZbMs7jRJBuM,1,64.033,AV2Y6GPZ2ARU7,6
5wWcDRN6ivN4FT4Mj,ask them if they were named after anyone,Treatment,10.5,Early,"How do you try to remember other things? What memory tricks might you use (e.g., associations, images)?",ex946eF3wupdFMdGL,3,263.56,A25ABNB41T2WDJ,3.5
pbSsw5inPKCgrqqw6,ask them about songs with their name in it,Treatment,3.75,Early,"How do you try to remember other things? What memory tricks might you use (e.g., associations, images)?",ex946eF3wupdFMdGL,1.5,239.291,A34K11GBKWDGK0,2.5
QksYjFdrW8GPTP84x,ask them if it bothers them to have the same name as a certain famous person,Treatment,11.25,Early,"How do you try to remember other things? What memory tricks might you use (e.g., associations, images)?",ex946eF3wupdFMdGL,4.5,210.477,A3HNEYFOIJWPH1,2.5
nPG5ZK5fn6pkjsxe7,re-introduce yourself and apologize for not remembering that you've already met,Treatment,10,Early,"How do you try to remember other things? What memory tricks might you use (e.g., associations, images)?",ex946eF3wupdFMdGL,5,75.721,A3R55HO5EARZVW,2
4zSgQ6SJsdk2qkJaJ,Ask them to play a game where they would have to write down their name,Treatment,6,Late,"How do you try to remember other things? What memory tricks might you use (e.g., associations, images)?",ex946eF3wupdFMdGL,2,327.189,A6JKKANO7F4KD,3
y3YZ5DQnsn8zEXyC2,ask what poem or game has their name,Treatment,18,Late,"Imagine if you had a different persona (e.g., a politician collecting signatures). What strategies might be available to you?",fk46NsaWmTgG6mSB3,3,537.499,A23V8NHNBQNSOZ,6
G2upTR8F7ciX6mFos,ask them what famous person has their same name that they find attractive,Treatment,36,Late,"Imagine if you had a different persona (e.g., a politician collecting signatures). What strategies might be available to you?",fk46NsaWmTgG6mSB3,6,510.315,A3R55HO5EARZVW,6
77Sa2CyqzMFFhgbWP,check facebook,Treatment,27.5,Late,"Imagine if you had a different persona (e.g., a politician collecting signatures). What strategies might be available to you?",fk46NsaWmTgG6mSB3,5,528.273,A3R55HO5EARZVW,5.5
u94AqkQodEhAdetZf,check google plus,Treatment,10,Late,"Imagine if you had a different persona (e.g., a politician collecting signatures). What strategies might be available to you?",fk46NsaWmTgG6mSB3,2,548.431,A3VP9WXGRZWLRB,5
uZ9wDXpyzmxwC7X9t,check myspace,Treatment,,Early,"Do you have a mutual friend there you can ask, while away?",fMQS5tD6WSfjxBkhz,,113.184,A2A4EX36X0JB4R,
aCHpvNLAuJKwLnXTh,google search,Treatment,12.5,Early,Be the bad guy.,frqn8ZCE3fe2jciQS,5,286.737,A1TQYCX1NLQYQE,2.5
ucnQEYX2y3e2y8nic,try to remember other friends of theres name,Treatment,12,Late,Be the bad guy.,frqn8ZCE3fe2jciQS,2,366.043,A1U6S8JAWTGDZF,6
kFMMBTdZZJZt8p5AE,play a name game,Treatment,7.5,Late,Be the bad guy.,frqn8ZCE3fe2jciQS,2.5,481.574,A3VJY2IKOZ17GJ,3
86JCNtEambEHtH8pr,what if any nickname do they have for there own name,Treatment,30,Early,Be the bad guy.,frqn8ZCE3fe2jciQS,5,160.238,AGFQASQMLDPAH,6
fsfw2GEhaavzbSCv2,Authors with same name ,Treatment,33,Early,Be the bad guy.,frqn8ZCE3fe2jciQS,5.5,182.558,AKCQDBUVS7LN0,6
PNCJieDF3FwmwdDRn,artists with same name,Treatment,20,Early,Be the bad guy.,frqn8ZCE3fe2jciQS,4,209.627,AKCQDBUVS7LN0,5
sdz8cG3g3Z63EfHGB,relatives with same name,Treatment,13.75,Early,Be the bad guy.,frqn8ZCE3fe2jciQS,5.5,228.189,AKCQDBUVS7LN0,2.5
sw5jc4r5noXR4zvtj,any sports people with same name,Treatment,8.25,Late,Be the bad guy.,frqn8ZCE3fe2jciQS,5.5,519.93,APZEIAO75NCHM,1.5
M7h3QDyYFdv8wRsKS,ASk if they were named after something,Treatment,,Late,check twitter,fW346Gymfin5L3iuj,,505.907,A3LARK2XWBY8BI,
qy9aJTnkLmXx8uBAN,introduce myself again and hope they reintroduce themselves,Treatment,,Late,check twitter,fW346Gymfin5L3iuj,,509.725,A3LARK2XWBY8BI,
S84YWvqdnSA6NEd7D,Ask them if their name is in a song?,Treatment,,Late,check twitter,fW346Gymfin5L3iuj,,512.652,A3LARK2XWBY8BI,
aK9mmMkbSLb4BHLpT,Start talking about bad pictures and Ask to see their ID/ drivers license,Treatment,,Late,check twitter,fW346Gymfin5L3iuj,,517.644,A3LARK2XWBY8BI,
w3ebzav5hDdbHTjbN,Ask if they were named after someone,Treatment,10,Late,"When you learn their name and you know it will be difficult, do you think it is wise to write it in your phone ? Or try to be nice and remember for next time?",Fw5JeZFwEmkriQzhG,2.5,354.628,A2DXEPC4QFV4R1,4
S57R9Xpdd6bGMJyFw,listen to them introducing themselves to others,Treatment,6,Early,Would it be a good idea to ask someone in their inner circle? Or would people be too conscious about forgetting the name?,GgsyrD7yJbA359yNB,1,180.358,A12U7YNO0GKNKZ,6
GPT2FgHwxJRxv44vz,"ASKING THEM IF THEY ARE YOU NAMED AFTER ANYONE, AND THEN USING CLUES FROM THAT ANSWER TO GUESS.",Treatment,5.5,Early,Would it be a good idea to ask someone in their inner circle? Or would people be too conscious about forgetting the name?,GgsyrD7yJbA359yNB,1,268.429,A1IRNC2JDX4YVU,5.5
Kf4MvdzPb3EWaN6r5,ASKING THEM DO YOU HAVE ANY BROTHERS OR SISTERS.,Treatment,6.5,Early,Would it be a good idea to ask someone in their inner circle? Or would people be too conscious about forgetting the name?,GgsyrD7yJbA359yNB,1,273.247,AKWHNC8AXMXP,6.5
eGpkMXY4wCKAWwYpJ,Have a friend ask there aquaintance the name,Treatment,9,Late,What is the most embarrassing way you could find out?,gLDKtbFmJyGMLREpA,1.5,310.528,A197AERSF5SIS4,6
JJfRakob5CLjPmTbu,What we've done,Treatment,24,Late,What is the most embarrassing way you could find out?,gLDKtbFmJyGMLREpA,4,343.716,A197AERSF5SIS4,6
qigpfKph4zt49LYEZ,where we met,Treatment,16,Late,What is the most embarrassing way you could find out?,gLDKtbFmJyGMLREpA,4,521.807,A3TTG9ALOZM8RC,4
23dD93SxL5N4kRJac,who we know mutually,Treatment,,Late,what song has their name in it,gP5akbR77Svxji7rL,,516.486,A2I6SK5KL0WMJS,
gMzs3uSMWzBxEhJRv,ask the host,Treatment,,Early,what song has their name in it,gP5akbR77Svxji7rL,,263.995,A3FYQPY2QZ7NRR,
sgjLA3dgHGFuemCKE,ask a mutual friend,Treatment,,Late,what song has their name in it,gP5akbR77Svxji7rL,,468.916,A3LARK2XWBY8BI,
JAGqensyCSP5SoQga,see who else they know,Treatment,,Late,what song has their name in it,gP5akbR77Svxji7rL,,386.33,A8HJQ9FYV249W,
EFw6ZamdbMgax5ouZ,ask someone else they are talking to,Treatment,,Late,what song has their name in it,gP5akbR77Svxji7rL,,414.441,A8HJQ9FYV249W,
nXj4HhKdWXvaMqAZy,figure it out based on who else they are talking to,Treatment,,Late,what song has their name in it,gP5akbR77Svxji7rL,,445.947,A8HJQ9FYV249W,
KdkfLyqufezNWuwPS,ask for a business card,Treatment,,Late,what song has their name in it,gP5akbR77Svxji7rL,,350.822,AKDPKZLO2EZS5,
YMKM6G4A3EWoSQeik,give it a minute to recall the name,Treatment,,Late,How do you usually remember stuff?,gZWF76kAFmzkWjvcN,,570.071,A1KJMZABBJG6HV,
rRam4FStNbqrfPQf4,bring up that you're bad with names,Treatment,,Late,How do you usually remember stuff?,gZWF76kAFmzkWjvcN,,600.308,A1KJMZABBJG6HV,
sY6yW6dwDQ32i2z8D,Ask for a business card,Treatment,,Late,How do you usually remember stuff?,gZWF76kAFmzkWjvcN,,385.307,A3DXL2YZRL2HWD,
KChdoBjrsNCYGTgwx,Ask how they spell their name so you can add then in your phone.,Treatment,7.5,Late,Where might their name be written?,h9SR5Niam97momb9H,3,384.622,A1U6S8JAWTGDZF,2.5
ynSYSKGoub3bab7YC,Ask someone they were just talking to,Treatment,12.25,Late,Where might their name be written?,h9SR5Niam97momb9H,3.5,391.566,A1U6S8JAWTGDZF,3.5
8G8YKfGHAvkCR2jgT,Try to hear someone else call them by name.,Treatment,10,Late,Where might their name be written?,h9SR5Niam97momb9H,2.5,396.764,A1U6S8JAWTGDZF,4
ymJQ3YAHcwBuwbwDs,Ask the host of the party,Treatment,9.75,Late,Where might their name be written?,h9SR5Niam97momb9H,1.5,524.904,A2E2IQ99W6B7AV,6.5
K5dpcpEQuNzjWWtCN,Ask someone else I have seen them talk to at the function ,Treatment,9.75,Late,Where might their name be written?,h9SR5Niam97momb9H,6.5,567.253,A3O60DDW7E1DEZ,1.5
wShzC5JDMjWvHWRsj,Call and ask a common friend who is not attending,Treatment,16,Late,Where might their name be written?,h9SR5Niam97momb9H,4,580.046,A3VJY2IKOZ17GJ,4
4ienHf4sQhLeseZmA,Take a quick break to reconnoiter. ,Treatment,9.75,Early,"If you could step out of the situation/environment (e.g., go somewhere else and come back) for 15-20 minutes, what might you do?",HW75AMEwcYPP5DFxE,1.5,56.762,A1NITMHYG5YL3H,6.5
HErWqBxyt7teRHjWw,Thinking back to memories,Treatment,13,Early,"If you could step out of the situation/environment (e.g., go somewhere else and come back) for 15-20 minutes, what might you do?",HW75AMEwcYPP5DFxE,2,98.234,A1NITMHYG5YL3H,6.5
ZgrQSy5jnuZzWvaXW,Ask another person in the group,Treatment,8.25,Late,"If you could step out of the situation/environment (e.g., go somewhere else and come back) for 15-20 minutes, what might you do?",HW75AMEwcYPP5DFxE,1.5,570.24,A23V8NHNBQNSOZ,5.5
3QgYmFXcp2wBYtzSC,Cell phone or email address,Treatment,8.25,Late,"If you could step out of the situation/environment (e.g., go somewhere else and come back) for 15-20 minutes, what might you do?",HW75AMEwcYPP5DFxE,1.5,558.208,A3R55HO5EARZVW,5.5
z6N2GDywfXrrNq6po,Talk with the host to ask the person's name,Treatment,10,Late,"If you could step out of the situation/environment (e.g., go somewhere else and come back) for 15-20 minutes, what might you do?",HW75AMEwcYPP5DFxE,2.5,573.203,A3R55HO5EARZVW,4
7RQXkQgeXf2Yq8rBd,Ask about who else they know at the party and see if that helps remind me,Treatment,9,Late,"If you could step out of the situation/environment (e.g., go somewhere else and come back) for 15-20 minutes, what might you do?",HW75AMEwcYPP5DFxE,1.5,589.413,A3R55HO5EARZVW,6
ReZaXZSSF7JmFy3tu,Ask where they work to see if that reminds me,Treatment,8.25,Late,"If you could step out of the situation/environment (e.g., go somewhere else and come back) for 15-20 minutes, what might you do?",HW75AMEwcYPP5DFxE,1.5,530.068,A3VP9WXGRZWLRB,5.5
qSnKfNKP9YvzS4poC,Talk about the last time we met ,Treatment,20,Early,Can you trick them into writing their name?,iwjgMzrgMmCv674mJ,4,290.589,A1U6S8JAWTGDZF,5
PxzDRbsratSJW9XG2,Asked to be introduced to their partner/spouse,Treatment,20,Late,Can you trick them into writing their name?,iwjgMzrgMmCv674mJ,4,484.346,A2E2IQ99W6B7AV,5
HzzZhXFfXDK3Qtoco,Keep asking them questions in the hopes they'll say something that triggers my memory of their name or sounds familiar,Treatment,15.75,Late,Can you trick them into writing their name?,iwjgMzrgMmCv674mJ,4.5,437.187,A302M81U0HM7RJ,3.5
frFNNfLoYNSQeZeQp,"Ask someone else at the party to remind you of who else in the room with you, while away from the person whose name you don't know",Treatment,18,Late,Can you trick them into writing their name?,iwjgMzrgMmCv674mJ,4,336.984,A3O60DDW7E1DEZ,4.5
rPYsi8ZJ6taXBz8xq,Think about why you were both invited to the party to see if that triggers anything,Treatment,20.25,Late,Can you trick them into writing their name?,iwjgMzrgMmCv674mJ,4.5,546.314,A3VJY2IKOZ17GJ,4.5
ZBBnrvHmeySsDDuFs,Pretend to the other person that you haven't met the person whose name you forgot so they introduce you again,Treatment,20,Late,Can you trick them into writing their name?,iwjgMzrgMmCv674mJ,4,556.587,A3VJY2IKOZ17GJ,5
hLE2mvNdpt54GGxgL,Think of names that might belong to that person or sounds familiar,Treatment,20,Late,Can you trick them into writing their name?,iwjgMzrgMmCv674mJ,4,427.83,ADENP3JI8ZBUV,5
5hkxh89pBKKB77FFL,ask the host for their name,Treatment,20,Early,Can you trick them into writing their name?,iwjgMzrgMmCv674mJ,4,201.385,AGFQASQMLDPAH,5
j6wauz5HnerNYiCou,ask other people around you for their name,Treatment,22,Early,Can you trick them into writing their name?,iwjgMzrgMmCv674mJ,5.5,227.277,AGFQASQMLDPAH,4
BErsefXi7uzshHn3Q,"ask when you met them, maybe that will spark your memory",Treatment,22,Early,Can you trick them into writing their name?,iwjgMzrgMmCv674mJ,4,121.965,AKCQDBUVS7LN0,5.5
PG5gnwHHvcLRudBcu,ask about a mutual acquaintance ,Treatment,6,Late,Can you trick them into writing their name?,iwjgMzrgMmCv674mJ,6,343.596,APZEIAO75NCHM,1
ZJSpu2dMm6pScJwjG,ask the person they came with for their name,Treatment,15.75,Late,Can you trick them into writing their name?,iwjgMzrgMmCv674mJ,3.5,551.508,APZEIAO75NCHM,4.5
m4qqEJTPq2YW3uNJT,check your phone/social media for their name,Treatment,,Early,why did you get your name,JkHnmignkDYM3gqcg,,215.305,AKDPKZLO2EZS5,
6PcYXgCapgZ8yzffm,ask if they were named after anyone,Treatment,,Late,why did you get your name,JkHnmignkDYM3gqcg,,467.387,AYC97GMI4V7Y4,
38SsYfghNRPZHA9A7,ask if they have met anyone with their name,Treatment,,Late,remember the people you met them with,jSjmKAjm834dHAWQL,,463.857,A14SABDOE6QHMK,
JGwY9YKPi8JGZER9N,ask if there is a guest list,Treatment,,Late,remember the people you met them with,jSjmKAjm834dHAWQL,,470.316,A14SABDOE6QHMK,
zmzPMxwTQZ7zAnzBt,ask their friends,Treatment,,Late,ask them to tell you who of famous people share their name,JwZGgDumbqX2YWsW8,,303.308,A3FYQPY2QZ7NRR,
E7tCQeRSWLi9jJaWE,Ask someone in the social setting that you don't know,Treatment,,Late,ask them to tell you who of famous people share their name,JwZGgDumbqX2YWsW8,,488.287,A3LARK2XWBY8BI,
SeeLf9WXZsv2B6PN9,"Jason, I'd like you to meet an old classmate of mine. ",Treatment,30,Early,"What situation (e.g., game, story, conversation topic) could you create to get at their name?",jXGTWzDFBD2XAD3PK,5,126.283,A1FKZ2HY4XKMG1,6
SLzCCcNnR9MLMbe6n,"Ask them what the nickname they use is, hoping it will jog your memory of their real name",Treatment,13.5,Early,"What situation (e.g., game, story, conversation topic) could you create to get at their name?",jXGTWzDFBD2XAD3PK,3,142.189,A1FKZ2HY4XKMG1,4.5
e7rTFxoyjspgopcQX,"Say a situation where someone said your name wrong, hoping they will say a similar story in return",Treatment,15.75,Early,"What situation (e.g., game, story, conversation topic) could you create to get at their name?",jXGTWzDFBD2XAD3PK,3.5,151.208,A1FKZ2HY4XKMG1,4.5
8ANvhgxRjxegspfRT,"Talk to them with another friend and say ""look who it is"", hoping that your friend will say their name",Treatment,17.5,Early,"What situation (e.g., game, story, conversation topic) could you create to get at their name?",jXGTWzDFBD2XAD3PK,3.5,158.033,A1FKZ2HY4XKMG1,5
StQxaKeD3GtTwBxQX,Approach them with a friend and let them say their name first,Treatment,18,Early,"What situation (e.g., game, story, conversation topic) could you create to get at their name?",jXGTWzDFBD2XAD3PK,4.5,168.515,A1FKZ2HY4XKMG1,4
7oLfc4dtLrXW5X8dr,Ask for their phone number and see if you have their name in your contacts,Treatment,7,Late,"What situation (e.g., game, story, conversation topic) could you create to get at their name?",jXGTWzDFBD2XAD3PK,7,465.176,A1NITMHYG5YL3H,1
viFrYwRZZDPToSGnW,I would ask if they were ever called by a nickname growing up.,Treatment,16.5,Early,"What situation (e.g., game, story, conversation topic) could you create to get at their name?",jXGTWzDFBD2XAD3PK,3,199.825,A1Y44BP9291GQP,5.5
7mmMvo4YqYquWXowD,I could tell a story about someone who always called me the wrong name.,Treatment,22,Early,"What situation (e.g., game, story, conversation topic) could you create to get at their name?",jXGTWzDFBD2XAD3PK,4,212.008,A1Y44BP9291GQP,5.5
35itCvwPNTACZKGkB,I could tell a story about how people often mispronounce my name.,Treatment,12,Late,"What situation (e.g., game, story, conversation topic) could you create to get at their name?",jXGTWzDFBD2XAD3PK,2,306.342,A1Y44BP9291GQP,6
6tNfpJ2cgbCYhq3n4,I could give examples of funny names that go with common last names...like someone I knew named Harry Pitts (a salesman who never had a problem with people forgetting his name!).,Treatment,25,Early,"What situation (e.g., game, story, conversation topic) could you create to get at their name?",jXGTWzDFBD2XAD3PK,5,196.629,A25ABNB41T2WDJ,5
nT97tW4amBofwmXSG,"Introduce them to someone else: ""Hey, have you met my friend from church?""",Treatment,21,Early,"What situation (e.g., game, story, conversation topic) could you create to get at their name?",jXGTWzDFBD2XAD3PK,3.5,225.65,A25ABNB41T2WDJ,6
nRzHDL7kFS5jENGHK,"Hey, Jason, this is my good friend from school",Treatment,27.5,Late,"What situation (e.g., game, story, conversation topic) could you create to get at their name?",jXGTWzDFBD2XAD3PK,5.5,428.968,A27LGC4MU1R7PQ,5
u42yRMKs85gWFKxaG,Tell a joke that involves them needing to input their own name.,Treatment,30,Late,"What situation (e.g., game, story, conversation topic) could you create to get at their name?",jXGTWzDFBD2XAD3PK,5,499.139,A34K11GBKWDGK0,6
2qmNwFjNhbaS6XqqA,"Hey Jason, this pretty girl and I went to school together! (Then let her give her name and introduce herself)",Treatment,14,Late,"What situation (e.g., game, story, conversation topic) could you create to get at their name?",jXGTWzDFBD2XAD3PK,4,516.529,A34K11GBKWDGK0,3.5
hX7bqyvfwvgGFt5Dw,Ask someone else thier name,Treatment,10.5,Late,"What situation (e.g., game, story, conversation topic) could you create to get at their name?",jXGTWzDFBD2XAD3PK,3,545.08,A34K11GBKWDGK0,3.5
3qtfGHhiJy3REx2QK,"Tell a story about someone getting your name wrong, ask them if this ever happens to them",Treatment,22,Early,"What situation (e.g., game, story, conversation topic) could you create to get at their name?",jXGTWzDFBD2XAD3PK,5.5,169.542,A3HNEYFOIJWPH1,4
4LanmYXJo8gACvWSE,Ask them if they ever had a nickname,Treatment,8.25,Early,"What situation (e.g., game, story, conversation topic) could you create to get at their name?",jXGTWzDFBD2XAD3PK,1.5,144.038,A3MTAJHYHCIJK4,5.5
vNmCCHurm6dFjftZg,try to remember what you were thinking when they first introduced themselves,Treatment,17.5,Late,"What situation (e.g., game, story, conversation topic) could you create to get at their name?",jXGTWzDFBD2XAD3PK,5,484.378,A3R55HO5EARZVW,3.5
JYMFyYHKyxnZu7pAQ,play around with names in your head until one sounds right,Treatment,,Early,ask them to put their contact info in your phone,keRRmJqirhxzPTpS7,,285.484,A1HBU82366WX00,
jwwsm7is4ThHGsSzs,"just say their name wrong, and see how they correct you",Treatment,4.5,Early,Get lucky.,LLbdw3hNrY5QGnkoS,1.5,244.358,A171C7B6HHSEGH,3
D82moYMRND76zsgwj,"introduce the person to someone else, but make the person who you forgot their name say their own name",Treatment,9,Late,Get lucky.,LLbdw3hNrY5QGnkoS,3,544.054,A197AERSF5SIS4,3
W6GkQTRX2M7LG58Xh,ask someone in his inner circle,Treatment,9,Early,Get lucky.,LLbdw3hNrY5QGnkoS,3,271.839,A25HXY4WA2BZSO,3
bkG7c8B2psuvnf99L,Ask them if they have any credit cards you can see as research for your own decision,Treatment,6.75,Early,Get lucky.,LLbdw3hNrY5QGnkoS,1.5,98.697,A2QT68NJYAJV9P,4.5
6qRD9CPM3oFpFZHeS,Request a business card if they have one,Treatment,8.25,Early,Get lucky.,LLbdw3hNrY5QGnkoS,1.5,238.854,A3C5KFPIBYOQVX,5.5
h9myZ4snAmZBPZuZX,"Ask if they are a ""junior"" or have a family traditional name",Treatment,5,Early,Get lucky.,LLbdw3hNrY5QGnkoS,2.5,178.613,A3PC7DYXJW4I2Z,2
9KCifuoWk3i5mmzWc,"Ask them to list all sibling names, including their own, perhaps in order of age",Treatment,6,Late,Get lucky.,LLbdw3hNrY5QGnkoS,2,327.345,AJEYVMEV87SGN,3
M3cG3yGFgit95nPjJ,Ask if they had any nicknames in school or from family,Treatment,2.25,Late,Get lucky.,LLbdw3hNrY5QGnkoS,1.5,505.441,AV2Y6GPZ2ARU7,1.5
wHGxWwXP6SaGSbi4v,Pretend I was drunk and say the wrong name,Treatment,5,Late,What memory tricks do you use?,mFLPp88WB4irzDW3D,2,426.268,A171C7B6HHSEGH,2.5
LBFpRrPDHtDDdNkjy,"Ask them if they wanted to sing ""The Name Game"" with their own name, and listen to what they put in.",Treatment,6,Late,What memory tricks do you use?,mFLPp88WB4irzDW3D,6,544.171,A2ZV96GRXVSXK4,1
ZjhxvQYQoq8KMdEgu,Start to sing Happy Birthday and get others to join in that know the name.,Treatment,7.5,Early,What memory tricks do you use?,mFLPp88WB4irzDW3D,3,301.836,A3C5KFPIBYOQVX,2.5
EpYWPZapSao2LFmNW,Ask this person the favor of asking this person's name as if it was their idea.,Treatment,7.5,Early,What memory tricks do you use?,mFLPp88WB4irzDW3D,2.5,301.964,A3JI3B5GTVA95F,3
rnyw4CEsFhE2L7fbq,Have them pick the person's pocket for wallet,Treatment,1,Late,What memory tricks do you use?,mFLPp88WB4irzDW3D,1,344.178,AV2Y6GPZ2ARU7,1
JtJE3YyACJiSkwE23,ask if they had any nicknames growing up,Treatment,6.5,Early,What do you have in your pocket that you might could use?,N3reTwJzxYqq3S6sd,1,79.145,A197AERSF5SIS4,6.5
MnvjvjMDm3BBj545J,have them steal the wallet?,Treatment,8,Early,What do you have in your pocket that you might could use?,N3reTwJzxYqq3S6sd,2,88.234,A197AERSF5SIS4,4
hzRpxznW6AhubsuBY,ask them if anyone at starbucks has every misspelled their name,Treatment,10,Early,What do you have in your pocket that you might could use?,N3reTwJzxYqq3S6sd,2.5,115.999,A197AERSF5SIS4,4
XQdpsnYagKZmgEXP3,ask them if they have any nicknames,Treatment,8,Late,What do you have in your pocket that you might could use?,N3reTwJzxYqq3S6sd,2,595.516,A3C5KFPIBYOQVX,4
tSYfPXcvpdhLsfmKX,ask them how their parents came up with that name,Treatment,6,Early,What do you have in your pocket that you might could use?,N3reTwJzxYqq3S6sd,1.5,75.205,A3TTG9ALOZM8RC,4
abrcp99YQC3Y492PP,ask them if they are named after anyone,Treatment,8,Early,What do you have in your pocket that you might could use?,N3reTwJzxYqq3S6sd,2,213.982,ADENP3JI8ZBUV,4
5WByvyZC84yS8uJeW,ask them if they know anyone else with the same name,Treatment,10,Early,What do you have in your pocket that you might could use?,N3reTwJzxYqq3S6sd,2.5,224.141,ADENP3JI8ZBUV,4
