,Unnamed: 0,cond,id,project_slug,submit_second_after_start,text,user_slug,idea_id,novelty_z,novelty_raw,value_z,value_raw,cluster_id,cluster_name
284,356,on-interval,639,timing_task2,604,Bed sheets that can identify and signal whether they are clean or dirty.,MAFMO8LXTL,639,0.992374583,5.4,-0.135205625,3.4,,
285,357,on-demand,640,timing_task2,742,holograms,U0W9XJN34H,640,-0.312445727,3.4,-0.0136228,4.5,,
286,359,none,642,timing_task2,833,"this might be good for advertising as well, since videos could be displayed on it.",3RCRRME8Y6,642,-0.290420169,4.5,0.491054731,5.5,,
287,361,none,644,timing_task2,886,"set up a cylindrical frame clad in a transparent cloth, have movement trackers so that images projected move with people. basically mimicking a hologram. I suppose track could be made unnecessary with geometrically shaped cloth on a fine scale",A0YYHQUDGD,644,0.330840453,4.5,-0.108797232,3.25,,
288,363,none,646,timing_task2,537,"t-shirts with built in fabric display. It can be used at kids parties for fun.
use it to display ads on street. Hire people who can wear it.. 
hats with display on the front. You can easily take it off and watch your favorite video
fabric wristband with display attached to it. It'll look similar to a watch. You can wear it anytime and it'll be cheap because it's made out of fabric.
towel.You can use it to display videos while taking shower or brushing your teeth.
car seat cover. People in the back seat can watch movies 
carpet. You can change the display image and you have new carpet whenever you want",ZFNIH5DEUU,646,-0.217205651,5,0.6094215,6.333333333,10,make clothing/wearables that are fun and add to entertainment experiences
289,364,none,647,timing_task2,891,"if videos could be displayed on it, it would be easier to have a small peive of cloth that you could just shove in your pocket and not have to worry about breaking.",3RCRRME8Y6,647,-0.308768449,4,0.271127524,4.5,,
290,365,none,648,timing_task2,554,t-shirts with built in fabric display.,ZFNIH5DEUU,648,-0.153623361,4.2,-0.342424304,4,,
291,366,none,649,timing_task2,560,It can be used at kids parties for fun. use it to display ads on street.,ZFNIH5DEUU,649,0.672278404,5.75,-0.374799959,3.75,,
292,367,none,650,timing_task2,571,hats with display on the front.,ZFNIH5DEUU,650,0.134329217,5,-0.711278018,3.4,,
293,369,none,652,timing_task2,598,fabric wristband with display attached to it. It'll look similar to a watch.,ZFNIH5DEUU,652,0.124437932,3.75,-0.273639841,3.5,,
294,370,none,654,timing_task2,612,towel.You can use it to display videos while taking shower or brushing your teeth.,ZFNIH5DEUU,654,0.269025812,5,-0.648774059,3,4,enhance the comfort or entertainment value of items in a household bathroom
295,371,none,656,timing_task2,632,car seat cover. People in the back seat can watch movies,ZFNIH5DEUU,656,0.76014067,5.25,0.83784428,5.25,,
296,373,none,658,timing_task2,654,carpet. You can change the display image and you have new carpet whenever you want,ZFNIH5DEUU,658,0.717777443,5.2,-0.095740626,3.8,,
297,377,none,665,timing_task2,761,fabric glasses. You can wear it anytime and enjoy your movies or soothing images.,ZFNIH5DEUU,665,0.2364,4.4,-0.468527536,3,10,make clothing/wearables that are fun and add to entertainment experiences
298,379,on-interval,669,timing_task2,60,team clothing. they could easily display team colors/video/scores on uniforms for sports teams.,J4HUR1U52Z,669,0.065839036,4.5,0.494252844,5.75,,
299,382,on-interval,672,timing_task2,108,"music videos on clothing for music lovers like me! it would be like youtube, always playing videos on your clothing.",J4HUR1U52Z,672,0.465891906,5.4,-0.634578268,2.75,,
300,386,idle,676,timing_task2,25,Make presentations anywhere by carrying a folded sheet around,XF4CYGNAIZ,676,0.296875351,6,0.068270146,5,,
301,387,idle,677,timing_task2,49,"Watch movies in your backyard, hanging a screen from a clothesline",XF4CYGNAIZ,677,-0.152480463,4.857142857,-0.093453258,4.285714286,,
302,389,idle,682,timing_task2,70,watch movies on the back of an airplane seat,XF4CYGNAIZ,682,-0.36403056,4.4,-0.370394938,3.4,,
303,390,on-interval,683,timing_task2,203,chef coats could display food images of the menu they offer. same for the waiters at a restaurant.,J4HUR1U52Z,683,0.026440051,4.4,-0.377041466,3.8,5,enhance the customer experience at restaurants
304,392,idle,686,timing_task2,106,project drive-in movies without expensive projection equipment,XF4CYGNAIZ,686,0.0841987,4.2,1.230952911,5.75,,
305,394,on-interval,689,timing_task2,247,dog collars could have their name/number scrolling on it in case they get lost.,J4HUR1U52Z,689,0.290324505,5.25,0.25888914,5,,
306,396,idle,693,timing_task2,175,"Instead of a mobile above a child's crib, project soothing images on the ceiling.",XF4CYGNAIZ,693,0.83224867,6.666666667,0.851468767,6.666666667,,
307,397,idle,695,timing_task2,211,Project images as a decoy during military missions.,XF4CYGNAIZ,695,0.362092415,5.4,1.18190971,6.75,,
308,398,on-interval,696,timing_task2,336,carpet or fabric that can sense when it needs cleaning and alerts the owner.,J4HUR1U52Z,696,1.072144393,6.4,0.484387133,5.5,,
309,400,on-interval,698,timing_task2,388,shoes that can gauge distance/mileage and tell you how fast you are walking or running and also act as a gps.,J4HUR1U52Z,698,0.439851419,5,0.160383457,4.5,,
310,401,none,699,timing_task2,46,"It could be used as a cheaper means of television screens, computer monitors and the like.",45F9WK0P6M,699,0.133891447,4.6,0.577540406,5,,
311,402,idle,700,timing_task2,307,"Project images on the floor of a building, to direct people to the exits in case of emergency, or just point them to different locations.",XF4CYGNAIZ,700,1.02411501,5.6,0.739214234,5.6,,
312,403,none,701,timing_task2,82,It could be used to make underwater screens where normal electronics that display images and videos cannot.,45F9WK0P6M,701,0.30700884,4.25,0.039414966,4,,
313,404,none,702,timing_task2,139,There are many possible military applications. One is certainly to make soldiers' clothes camouflage.,45F9WK0P6M,702,0.966329256,5.25,1.481381591,6,,
314,405,on-interval,703,timing_task2,107,It can be given as a gift to someone with special pictures,CCJEW6YB6K,703,-0.494171915,4,-0.144156135,4,,
315,406,on-interval,704,timing_task2,531,cover a wall with the fabric and stream your favorite shows on it instead of having a tv.,J4HUR1U52Z,704,0.509856607,6,0.89780045,6.5,,
316,407,idle,705,timing_task2,427,"Cover the walls of your house with fabric, change the color of the room anytime you want.",XF4CYGNAIZ,705,0.843583207,6.25,0.475270747,5.25,,
317,408,idle,706,timing_task2,445,Make any wall into a television.,XF4CYGNAIZ,706,-0.145369367,4.666666667,0.464705021,5.2,,
318,409,on-interval,707,timing_task2,172,It can be a tool to show your emotions depending on the color that is displayed.,CCJEW6YB6K,707,-0.482404825,3.6,-0.466098998,3.2,,
319,410,none,708,timing_task2,216,It could be used for cheap and makeshift education materials in poor countries and communities. Educational and instructional video could be displayed to a large amount of people without needing equipment.,45F9WK0P6M,708,-0.421580735,4,0.902285714,7,,
320,411,on-interval,709,timing_task2,634,cover the walls of a baby room with fabric that displays calming ocean views/fish and has relaxing sounds for the baby.,J4HUR1U52Z,709,-0.261795042,4.25,0.253211061,4.75,,
321,412,on-interval,710,timing_task2,221,Great for a more comfortable movie experience!,CCJEW6YB6K,710,-0.218795282,4.75,-0.495027265,4.5,,
322,413,idle,711,timing_task2,554,Change billboards at any time without having to climb up and replace the picture.,XF4CYGNAIZ,711,0.168091069,4.25,1.055835548,6,,
323,414,none,712,timing_task2,313,"It could usher in a new age of digital interior decoration: consumers could decide the patterns for their drapes, sofas etc. on the fly and change them at any time without needing to invest in new materials.",45F9WK0P6M,712,0.672944072,6.8,0.367864767,6,,
324,415,on-interval,715,timing_task2,335,This can be used as a fun family portrait. So that all family members can share their memories; it can be place in the living room.,CCJEW6YB6K,715,0.081742384,5,0.300814279,4.8,,
325,416,none,718,timing_task2,390,"It could introduce many new possibilities for art, since images and video that are usually static and flat could be twisted, folded and shaped.",45F9WK0P6M,718,0.350177186,5,0.486985771,5.5,,
326,417,idle,721,timing_task2,673,Create large-scale interactive video games (think laser-tag style) with images projected on every wall and surface.,XF4CYGNAIZ,721,0.988061057,5.833333333,-0.301449811,3.4,,
327,418,on-interval,722,timing_task2,823,stores could hang large fabric pieces over aisles to display what is in the aisles and what's currently on sale.,J4HUR1U52Z,722,-0.97318823,3.8,0.273912224,5.25,,
328,419,none,723,timing_task2,444,"It could be used for a cheap means of advertising. Suddenly everyone could have access to their own billboards, signs, etc. that could be updated at any time digitally.",45F9WK0P6M,723,0.026685176,4.25,-0.156612516,3.75,,
329,420,on-interval,725,timing_task2,848,"blankets could display news, videos, tv or calming scenes to help you relax.",J4HUR1U52Z,725,0.256915054,4.75,0.249953952,4.5,,
330,421,none,726,timing_task2,488,It would allow for impromptu displays to others. You could be carrying your handkerchief around and need to show someone something on video and it would provide the means.,45F9WK0P6M,726,-0.276224966,3.666666667,0.087033394,4,,
331,422,on-interval,727,timing_task2,898,"blanket or pillow that can interact on a website so you can shop, such as amazon.com",J4HUR1U52Z,727,0.003291784,5,0.560966708,5.6,,
332,423,none,728,timing_task2,539,"It could usher in a new age of fashion, where people wear blank clothes that are simply a canvas, and the design is chosen and updated digitally and can be changed at will.",45F9WK0P6M,728,0.656998621,5.4,0.260874409,4.6,,
333,424,idle,729,timing_task2,804,Use as a classroom smartboard without the need to take up space or move equipment around from room to room.,XF4CYGNAIZ,729,0.279880453,4.4,1.334410604,6.6,,
334,425,none,730,timing_task2,30,Can be used as advertisement for certain brands.,MW2KFB22B4,730,-1.216841636,3.8,-1.341415835,3,,
335,426,none,731,timing_task2,78,Can be used as identification at work or at certain events.,MW2KFB22B4,731,-0.271973123,4,-0.358381084,4,,
336,427,none,732,timing_task2,98,Can be used to change the design of a shirt over a period of time.,MW2KFB22B4,732,-0.083801924,4,-0.046850852,4.5,,
337,428,none,733,timing_task2,623,"Products that contain fabric could advertise to customers in stores in real time. For example, I could walk down the bedding aisle and see different commercials displaying on the products.",45F9WK0P6M,733,0.185310131,5.333333333,0.37882206,5,,
338,429,none,734,timing_task2,664,As a replacement for projectors and projector screens.,45F9WK0P6M,734,-0.427849672,3.25,0.579247522,4.75,,
339,430,on-interval,735,timing_task2,634,"This fabric could be used as a school uniform, and can change colors as instructed by teachers.",CCJEW6YB6K,735,0.335404626,4.8,-0.113716178,4,,
340,431,none,736,timing_task2,158,Can be used to show videos about a vacation to a relative.,MW2KFB22B4,736,-0.62631084,3.5,-0.940543702,2.25,,
341,432,none,737,timing_task2,771,"Large pieces of fabric could be used to hide unsightly buildings, graffiti or other eyesores where cleaning them up is otherwise too expensive and not feasible. They could simply be covered with the fabric and then it could be made to blend in with the surroundings.",45F9WK0P6M,737,0.667513184,5.75,0.539430889,5.5,,
342,433,none,738,timing_task2,251,Can be used to gather support for a protest.,MW2KFB22B4,738,-0.781677092,3,0.355018091,4,,
343,434,on-interval,739,timing_task2,760,"I think this fabric can be wearable and if people hug you, it will gradually change colors and everyone will know how loved you are!!",CCJEW6YB6K,739,-0.508709362,4.25,-1.195411634,2.75,,
344,435,on-interval,742,timing_task2,785,You can change its colors depending on your relationship status.,CCJEW6YB6K,742,-0.77881182,3,-1.032278536,2.25,,
345,436,none,743,timing_task2,822,Tablecloths in restaurants could be used to provide real time interactivity or entertainment to all customers.,45F9WK0P6M,743,0.942939752,6,0.148732019,4.5,,
346,437,on-interval,746,timing_task2,834,It will remind you about daily activities.,CCJEW6YB6K,746,-0.977690491,2.75,-0.232453638,3.75,8,increase productivity/efficiency in everyday life
347,438,none,749,timing_task2,898,Digital art museums using pieces of fabric that are updated manually could become a new thing.,45F9WK0P6M,749,0.775379233,5.25,0.282553328,4.5,,
348,439,none,750,timing_task2,380,Can be used to create a pillow that doubles as a movie viewer.,MW2KFB22B4,750,-0.009704647,3.666666667,0.397369052,4,,
349,440,none,752,timing_task2,400,Can be used as a shower curtain that can show movies.,MW2KFB22B4,752,-0.399478584,4.4,-0.943987116,3.6,,
350,441,none,757,timing_task2,483,Can be used as a billboard.,MW2KFB22B4,757,0.166072162,5.25,0.133164416,4.75,,
351,442,none,758,timing_task2,15,Use it to show videos in classrooms more easily,ZE5CJMGC0L,758,0.308789296,5.5,0.996063153,6.5,,
352,443,none,759,timing_task2,35,Use it to promote different brands,ZE5CJMGC0L,759,-0.751539356,3.6,-0.144665345,4.8,,
353,444,none,760,timing_task2,42,Use it to promote movies,ZE5CJMGC0L,760,-0.640491413,4.333333333,-0.487058956,4.333333333,,
354,445,none,761,timing_task2,74,Use it to quickly change looks without having to change clothes,ZE5CJMGC0L,761,0.620645316,5.4,0.677267942,5.25,,
355,446,none,762,timing_task2,96,Use it to create moving art for your home,ZE5CJMGC0L,762,0.578654692,6,-0.20410555,4.4,,
356,447,none,763,timing_task2,144,Use it on bedding to quickly change the look of your bedroom,ZE5CJMGC0L,763,-0.148380622,4.25,-0.30143094,3.75,,
357,448,none,764,timing_task2,823,Can be used as a kite to display a message or advertisement.,MW2KFB22B4,764,0.694075846,5.25,0.132091226,4.25,,
358,449,none,765,timing_task2,175,use it on any fabric around the home to make it interactive and changeable quickly,ZE5CJMGC0L,765,-0.055842918,4,-0.366728982,3.4,,
359,450,none,766,timing_task2,847,Can be used as a part of a phone.,MW2KFB22B4,766,-1.230690427,1.75,0.374974325,5,16,make new tech hardware products
360,451,none,767,timing_task2,221,"Cover an entire wall in it to make it look like the wall isn't there, and you're instead looking at the outside",ZE5CJMGC0L,767,0.940305185,6.4,0.172814725,4.8,,
361,452,none,768,timing_task2,262,"cover a couch in fabric that looks like water, when you come in contact with it it causes ripples",ZE5CJMGC0L,768,0.604095663,5.5,-0.471609173,3,,
362,453,none,769,timing_task2,365,"create a shirt with a small flame on the front, when you hug someone it puts the flame out and causes smoke.",ZE5CJMGC0L,769,-0.474998098,3.666666667,-1.261131274,1.333333333,,
363,454,none,770,timing_task2,434,use it in concert with a video of the scenery your standing in front of to make yourself invisible (from a particular angle) even when moving.,ZE5CJMGC0L,770,0.347944701,5.4,0.328544869,5,,
364,455,none,771,timing_task2,472,Cover your mousepad with it to make it interactive. (again I like the rippling water idea.),ZE5CJMGC0L,771,-0.257198089,4.2,-0.41631148,3.4,,
365,456,none,772,timing_task2,507,create scarves that show various effects. Snow/fire/rain/clouds etc,ZE5CJMGC0L,772,-0.238424287,3.8,0.104420691,4.4,,
366,457,none,773,timing_task2,533,cover your ceiling in panels of it to make it look like a moving sky,ZE5CJMGC0L,773,0.559378479,4.75,-0.285813383,3,,
367,458,none,774,timing_task2,561,Cover a tent in animated (as if by wind) brush to create the perfect camo,ZE5CJMGC0L,774,0.594553824,5.4,0.636957804,5.2,,
368,459,none,775,timing_task2,629,"A prank. Put it behind what looks like a mirror frame. When unsuspecting people look in to it they see someone other than themselves, animated.",ZE5CJMGC0L,775,-0.59051179,3.5,-1.563120366,1.75,,
369,460,none,776,timing_task2,708,Use it as a rug. Make it look like a grate with an animated crocodile/other animal underneath.,ZE5CJMGC0L,776,-0.21171788,3.833333333,-0.351314273,3.166666667,,
370,461,none,777,timing_task2,736,"Use it on the floor to make a far more realistic version of ""the floor is lava"" game",ZE5CJMGC0L,777,-0.347994483,4.2,-0.291016669,3.6,17,make physically interactive games for the entertainment for adults and/or of children
371,462,none,780,timing_task2,835,Cover books with it and create an animation that advertises or enhances the story,ZE5CJMGC0L,780,0.415821775,5.2,-0.247647068,4,,
372,463,none,782,timing_task2,872,use it on lamp shades to add a moving scene,ZE5CJMGC0L,782,0.706401683,6,-0.284855243,3.75,,
373,464,idle,785,timing_task2,26,"You could use it to make signs around the house to remind kids of things to do (chores, schedule, etc).",NQFLB0MWL3,785,-0.630118076,3.6,-0.418566295,3.8,,
374,465,idle,786,timing_task2,58,It would be good for displaying recipes while at the stove cooking.,NQFLB0MWL3,786,-0.805668948,3,0.422940472,4.75,,
375,466,idle,787,timing_task2,85,It would be useful for sharing video with places around the house there normally aren't TVs and that you wouldn't want to have an electronic device (bathtub/bathroom).,NQFLB0MWL3,787,0.303084459,4.8,0.087018637,3.8,,
376,467,idle,788,timing_task2,112,"It would be really cool to use to display photographs or videos for a birthday, anniversary, engagement, graduation, etc. party.",NQFLB0MWL3,788,0.052644533,4.5,-0.313699447,3.75,,
377,468,idle,789,timing_task2,158,Wearable tablet computers would be a useful application.,NQFLB0MWL3,789,-0.088197105,4.333333333,-0.190226643,4.333333333,,
378,469,idle,790,timing_task2,187,It could be used to make clothes that can change based on what colors you feel like wearing or camouflage.,NQFLB0MWL3,790,0.545563155,5,0.411625969,4.75,,
379,470,idle,791,timing_task2,241,It could be used to make portable interactive games.,NQFLB0MWL3,791,-0.426431737,3.333333333,-0.769916598,2.666666667,,
380,471,idle,792,timing_task2,258,It could be used as a carpet or area rug that interacts with people when they walk on it.,NQFLB0MWL3,792,0.435314073,5.25,0.600963545,5.25,,
381,472,idle,793,timing_task2,277,It could be used to make curtains that change color or shade based on the amount of sunlight coming in.,NQFLB0MWL3,793,0.430321687,6,0.719687764,6.4,,
382,473,idle,794,timing_task2,324,"It would be useful for athletic activities - easily change the color of a shirt for setting up who's on what team rather than having to wear a separate pinny over, for example.",NQFLB0MWL3,794,0.719236631,6.4,0.140507566,5,,
383,474,idle,795,timing_task2,405,"It would be useful in a hospital setting - for instance, patient blankets that change colors based on certain statuses (NPO, diabetic, allergic to a certain type of medication) so that nurses and doctors who entered a patient's room would know an immediately important fact about the patient without having to read a chart.",NQFLB0MWL3,795,1.549041907,6.75,1.624387563,7,,
384,475,idle,796,timing_task2,460,"Restaurants could have color-changing napkins that would alert the staff when a table is ready to order or when they're finished so they know, without being flagged down, that a particular table needs their attention.",NQFLB0MWL3,796,0.687404994,6.25,-0.385585931,4.75,,
385,476,idle,797,timing_task2,522,"Bicyclists could use color-changing clothing that would adapt to the level of outdoor light and their surroundings, making them more or less visible as necessary to help prevent accidents.",NQFLB0MWL3,797,0.858645969,5.25,0.960011497,5.5,,
386,477,idle,798,timing_task2,568,A t-shirt that can advertise different products or things.,NQFLB0MWL3,798,-1.207486297,2.333333333,-0.465316667,3.333333333,,
387,478,idle,799,timing_task2,588,It could be used to make a newspaper that would fold up and easily fit in a purse.,NQFLB0MWL3,799,0.168204191,3.666666667,0.624646135,4.666666667,,
388,479,idle,800,timing_task2,607,Interactive political yard signs or t-shirts - someone could touch the sign in order to get more information about the candidate.,NQFLB0MWL3,800,0.527367249,5.75,0.403263554,5.5,,
389,480,idle,801,timing_task2,639,Cover a room's ceiling or a wall with the fabric in order to have a giant display or simply something that changes color with mood.,NQFLB0MWL3,801,-0.164709741,4.25,0.083430687,4.75,,
390,481,idle,802,timing_task2,685,A flag that changes between various nations.,NQFLB0MWL3,802,0.626722957,5,-0.1333975,3.75,,
391,482,idle,803,timing_task2,721,"It would be great for making a canvas for artists that can then change based on how the artist programs it - different things appear at a different time of day, for example.",NQFLB0MWL3,803,0.582319119,5,0.190158372,4.5,1,create novel ways for visual artists to express themselves and display their work
392,483,idle,804,timing_task2,797,"It would be useful for making an interactive beach towel - the towel could let the person using it read a book, watch something, or play a small interactive game without having to have another item or device with them.",NQFLB0MWL3,804,1.023961494,5.666666667,0.465248907,4.666666667,,
393,484,idle,805,timing_task2,859,Interactive bulletin boards in school classrooms and hallways would be another potential use - allow parents to browse through a whole assortment of work their child has done at a simple touch.,NQFLB0MWL3,805,0.882017886,6.25,0.162965978,4.5,,
394,485,idle,806,timing_task2,887,Large advertising billboards that change based on time of day or day of the week in order to target different audiences.,NQFLB0MWL3,806,0.095695955,5.5,0.760207392,5.75,9,make and display more effective advertisements in stores and in the general public
395,486,idle,961,timing_task2,55,Used as a type of green screen for visual effects,IAGWJ82WVO,961,-0.109360257,4.75,0.378534624,5.25,,
396,487,on-interval,979,timing_task2,60,"tie die shirt, senses touch, leave handprints on your shirt for a cool design just by touching it.",AUE9IZ4LT6,979,-0.376406689,4,-0.817429001,3,,
397,488,idle,983,timing_task2,92,made into various articles of clothing to see how potential buys would look before actually purchasing them,IAGWJ82WVO,983,0.358336178,4.75,0.49529497,5,,
398,490,on-interval,1004,timing_task2,89,A mobile advertising board. People could be paid to put large ads on their clothing.,TZJENAOG1L,1004,-0.496189622,4,0.10937242,5,,
399,492,idle,1012,timing_task2,30,Display peoples names on seats.  When someone is at a movie or a game they can see where their seat is.,NHPKDC31AJ,1012,-0.233362567,4,-0.48307807,3.25,,
400,494,on-demand,1024,timing_task2,38,stadiums can use them as changeable banners when different teams play,P04OXE1MZX,1024,0.241424351,6,-0.00496975,5.25,,
401,495,idle,1026,timing_task2,167,Hang on the wall to have an ever changing picture that constantly changes over time.,IAGWJ82WVO,1026,-0.008726357,4.6,0.160587156,4.6,,
402,496,on-demand,1027,timing_task2,24,Electronic reader boards on peoples clothing.,T2R2UWE269,1027,0.381438855,5.6,-0.196197579,4.5,,
403,497,on-interval,1028,timing_task2,31,Wearable advertising,IEZWAEOKAM,1028,-0.234318558,4.4,-0.36227969,4,,
404,500,on-interval,1035,timing_task2,142,There could be an option to display certain patterns or colors in order to be more easily spotted by someone you're supposed to meet up with.,TZJENAOG1L,1035,0.632590986,5,-0.074755177,3.6,,
405,501,idle,1037,timing_task2,80,A fabric underwear that tell your body temp.,USQ8ZXLRRC,1037,-0.900769633,3.2,-1.089104061,2.2,,
406,502,idle,1038,timing_task2,71,Cover a couch in them and you can have a different colored couch every day.,NHPKDC31AJ,1038,0.001063113,5,-0.953033964,3,,
407,504,on-demand,1049,timing_task2,82,A color changing swimming suit based on how warm the water is.,ZK84NJY081,1049,-0.227069409,3.8,-0.764294185,2.4,,
408,506,idle,1053,timing_task2,202,Made into an arm band or head band that broadcasts your favorite sports teams colors to show team spirit,IAGWJ82WVO,1053,0.27462435,5.166666667,-0.099305176,3.5,,
409,507,on-demand,1055,timing_task2,62,Clothing that can change color without re dying,T2R2UWE269,1055,-0.085221358,4,0.374352995,4.2,,
410,508,on-demand,1057,timing_task2,10,crafts for children,CEI22M2JP3,1057,-0.249926851,4,0.293666943,4.333333333,,
411,509,on-demand,1058,timing_task2,83,"downloadable shirts ""art"" which you can pay a small fee for as fashions change",P04OXE1MZX,1058,0.500780195,5.8,-0.367757084,3.6,,
412,511,none,1061,timing_task2,18,write signs on shirts,I5WLBOJAQB,1061,-0.191714221,4,-0.143396459,3.8,,
413,512,idle,1062,timing_task2,119,A mood shirt that lets you know your teachers feelings.,USQ8ZXLRRC,1062,-0.371304146,3.25,-0.801969708,2.25,,
414,513,idle,1063,timing_task2,110,Display ads in empty seats at sporting events.,NHPKDC31AJ,1063,-0.399549507,4.75,0.015253398,5.5,,
415,514,on-demand,1064,timing_task2,21,demonstrations,CEI22M2JP3,1064,-1.368140444,1.5,-0.574766341,3.25,,
416,515,on-demand,1066,timing_task2,24,work projekcts,CEI22M2JP3,1066,-1.857370516,1,-1.069597599,1.75,8,increase productivity/efficiency in everyday life
417,516,on-demand,1067,timing_task2,97,advertising on sports jerseys,P04OXE1MZX,1067,0.067864013,5.4,0.123324372,5,,
418,517,none,1070,timing_task2,30,change color of clothing,I5WLBOJAQB,1070,0.880213366,6,-0.311890194,4,,
419,518,idle,1072,timing_task2,17,Use the fabric as a clothing.,HM190QDGFC,1072,-0.176518325,4.5,0.278748453,5,,
420,520,on-demand,1074,timing_task2,32,business proposals,CEI22M2JP3,1074,-0.945162065,2.75,-0.74600641,3,,
421,521,on-demand,1077,timing_task2,34,games,CEI22M2JP3,1077,-1.876022508,1,-0.498371197,3,17,make physically interactive games for the entertainment for adults and/or of children
422,523,idle,1081,timing_task2,24,Advertise on people's wardrobe.,HM190QDGFC,1081,-0.96961344,3.6,-0.559430801,4,,
423,524,idle,1082,timing_task2,131,Display team logos in seats at sporting events.,NHPKDC31AJ,1082,-0.649431404,4.2,-0.098258377,4.2,,
424,525,none,1083,timing_task2,42,keep reminders,I5WLBOJAQB,1083,-0.611589511,3.5,-0.1669313,3.833333333,8,increase productivity/efficiency in everyday life
425,527,on-demand,1087,timing_task2,40,Wear your big work presentation on your work clothes so you don't forget it. or have to carry it.,3TIJ05Y0TC,1087,-0.011133549,4,0.041491925,3.8,,
426,528,idle,1090,timing_task2,35,Make tangible books out of the material.,HM190QDGFC,1090,-0.435207701,4.5,-0.36145853,3.75,,
427,529,on-demand,1091,timing_task2,105,Portable video screens for offices,T2R2UWE269,1091,-0.886914403,3.25,0.346077574,4.75,,
428,530,none,1092,timing_task2,52,tell time,I5WLBOJAQB,1092,-0.430729937,4.25,0.118128633,4.75,,
429,531,idle,1093,timing_task2,151,A trampoline that shows your imprint when you land.,USQ8ZXLRRC,1093,0.203934833,4,-0.925654313,2.4,,
430,534,on-demand,1098,timing_task2,39,could be used to replace the blackboard and even classroom (like for trips) to aid a teacher,6TDQU7CHJT,1098,0.495066249,5.6,1.366675168,6.5,,
431,536,none,1101,timing_task2,68,tide chart for surfing,I5WLBOJAQB,1101,0.115265161,5,0.335503324,4.8,,
432,537,on-demand,1103,timing_task2,141,a scholastic book that a child could fold up and put in their pocket,P04OXE1MZX,1103,-0.379269798,4.2,0.383538125,5.2,,
433,539,on-demand,1106,timing_task2,70,Change the color of your clothes if you're out with friends and a buddy has the same exact shirt on.,3TIJ05Y0TC,1106,0.329395185,5.2,-0.470160077,3.6,,
434,540,idle,1107,timing_task2,61,Replace stiff monitors.,HM190QDGFC,1107,0.283698787,5.25,0.416397056,5.25,16,make new tech hardware products
435,541,idle,1108,timing_task2,178,A dog shirt that shows when a dog is losing weight.,USQ8ZXLRRC,1108,-0.91882158,3.4,-0.594032868,3.4,,
436,542,idle,1110,timing_task2,103,The fabric display can be part of emergency kits and includes various emergency messages,5VF6KWX0VK,1110,0.904455652,6.5,1.014041784,6.5,,
437,543,idle,1111,timing_task2,80,Use on t-shirts  and other clothing for images.,QU0GMCD2WN,1111,-1.129906047,3,-0.26156372,4,,
438,544,on-demand,1112,timing_task2,168,"Use for a game, like twister, so you don't have to actually have the game with you and can play where ever you go.",ZK84NJY081,1112,-0.523523999,3.6,-0.770959736,2.75,,
439,545,none,1114,timing_task2,87,change clothes color with mood,I5WLBOJAQB,1114,1.01869855,6,-0.730386768,3.333333333,,
440,546,on-demand,1118,timing_task2,144,Military camouflage that adapts to the enviroment,T2R2UWE269,1118,1.168173118,6,1.634673332,6.6,,
441,548,on-demand,1122,timing_task2,169,a mobile video platform that would take virtually no space to carry,P04OXE1MZX,1122,-0.203827776,3.5,0.337491004,4,,
442,550,on-demand,1126,timing_task2,97,A rug shaped like a piano that plays in tune with the steps taken on it.,3TIJ05Y0TC,1126,-0.073289581,5,-0.87368838,3.25,,
443,551,idle,1127,timing_task2,197,Make clothing that can display moving images.,NHPKDC31AJ,1127,0.490328506,5.666666667,-0.200980262,4.2,,
444,552,on-demand,1129,timing_task2,161,Table cloths that display the menu,T2R2UWE269,1129,0.465281766,5.5,0.144273385,4.5,,
445,553,none,1130,timing_task2,107,let others know your relationship status at bar,I5WLBOJAQB,1130,0.636582283,5.75,-0.221829213,4,,
446,554,on-demand,1131,timing_task2,30,"Hang on the wall and display family pictures through a constant flow, like an album.",0PC95RO1CF,1131,-0.507359617,3.25,-0.072717429,3.25,,
447,555,idle,1133,timing_task2,98,Use them as teaching props: art studies and math boards.,HM190QDGFC,1133,-0.335329661,3.5,0.346022243,4.25,,
448,556,idle,1134,timing_task2,213,A blanket for toddlers that alarms parents with they wet bed.,USQ8ZXLRRC,1134,0.13435508,5,0.268862462,5,,
449,557,on-interval,1136,timing_task2,108,"Create an entire wardrobe form a single suit.  Make a suit out of the fabric, and set the display to different colors/textures.  Even use skin colored texture to create short sleeve/short-pants looks.",395B0MW3HU,1136,0.612337548,6.5,0.426184676,5.75,,
450,560,on-demand,1143,timing_task2,125,Personalized billboards from companies that reflect changes in weather.,3TIJ05Y0TC,1143,-0.975455972,3,-0.035716296,4.666666667,9,make and display more effective advertisements in stores and in the general public
451,561,on-demand,1144,timing_task2,215,"Use as a carpet to teach dance steps, such as the waltz, or tango.",ZK84NJY081,1144,0.772709464,5.666666667,-0.080931033,4.2,,
452,564,on-demand,1148,timing_task2,110,this maybe a lucrative product for internet or cable service provides if it could handle the capacity,6TDQU7CHJT,1148,0.491517499,5.25,0.43725602,5.75,,
453,565,on-demand,1150,timing_task2,56,Use as a stealth device for soldiers to get behind enemy lines.,0PC95RO1CF,1150,1.156727586,6.5,1.728363321,7,,
